ID,Label
C24.1181,NAG
C24.1185,CAG
C24.1187,NAG
C24.1188,NAG
C24.1193,CAG
C24.1196,OAG
C24.1204.5,NAG
C24.1206,OAG
C24.1208.1,OAG
C24.1211,NAG
C24.1228,NAG
C24.1228.1,NAG
C24.1233,CAG
C24.1244,NAG
C24.1248,OAG
C24.1248.1,CAG
C24.1252,NAG
C24.1256,NAG
C24.1258.1,OAG
C24.1259.1,OAG
C24.1263,NAG
C24.1265,NAG
C24.1269,NAG
C24.1273.3,OAG
C24.1274,NAG
C24.1278,NAG
C24.1278.2,CAG
C24.1278.4,CAG
C24.1282,CAG
C24.1293,CAG
C24.1297,NAG
C24.1304,NAG
C24.1320,CAG
C24.1326,NAG
C24.1334,NAG
C24.1336,NAG
C24.1347,NAG
C24.1354.1,NAG
C24.1354.3,CAG
C24.1354.4,NAG
C24.1364,NAG
C24.1371,OAG
C24.1373,OAG
C24.1385,CAG
C24.1397,CAG
C24.1400,OAG
C24.1404,CAG
C24.1435,NAG
C24.1439,NAG
C24.1441,OAG
C24.1443,CAG
C24.1446,CAG
C24.1449,NAG
C24.1479,OAG
C24.1481,CAG
C24.1498,NAG
C24.1522,CAG
C24.1530,NAG
C24.1548,NAG
C24.1554,NAG
C24.1562,OAG
C24.1584,NAG
C24.1604,CAG
C24.1608,OAG
C24.1608.1,OAG
C24.1612,OAG
C24.1624,OAG
C24.1624.2,OAG
C24.1627,NAG
C24.1632,NAG
C24.1642,NAG
C24.1643,CAG
C24.1659,CAG
C24.1672,CAG
C24.1680,OAG
C24.1691,CAG
C24.1693,NAG
C24.1695,CAG
C24.1700.2,OAG
C24.1704,OAG
C24.1710,CAG
C24.1717,OAG
C24.1719,CAG
C24.1724,NAG
C24.1731,NAG
C24.1732,NAG
C24.1745,NAG
C24.1748,NAG
C24.1748.2,NAG
C24.1766,NAG
C24.1784,NAG
C24.1792,CAG
C24.1814.1,NAG
C24.1814.2,OAG
C24.1814.3,OAG
C24.1820,NAG
C24.1837,NAG
C24.1855,NAG
C24.1858,NAG
C24.1882,NAG
C24.1900,OAG
C24.1911,NAG
C24.1923,NAG
C24.1925,NAG
C24.1926,OAG
C24.1959,NAG
C24.1965,NAG
C24.1968,NAG
C24.2001,NAG
C24.2017,OAG
C24.2020,NAG
C24.2022,NAG
C24.2035.1,OAG
C24.2079,OAG
C24.2092,NAG
C24.2095,OAG
C24.2100,OAG
C24.2102,CAG
C24.2103.1,NAG
C24.2154,OAG
C24.2176,OAG
C24.2192,NAG
C24.2217,CAG
C24.2236,OAG
C24.2293,CAG
C24.2296,OAG
C24.2317.5,CAG
C24.2327,OAG
C24.2328,OAG
C24.2329,CAG
C24.2366,OAG
C24.2378,OAG
C24.2379,NAG
C24.2386,CAG
C24.2387,OAG
C24.2421,CAG
C24.2426,OAG
C24.2446,OAG
C24.2460.1,CAG
C24.2468,NAG
C24.2474,NAG
C24.2476,CAG
C24.2488,OAG
C24.2504,OAG
C24.2534,NAG
C24.2539,OAG
C24.2628,NAG
C24.2637,NAG
C24.2641.1,CAG
C24.2670,NAG
C24.2710,NAG
C24.2721,NAG
C24.2727,OAG
C24.2733.2,OAG
C24.2747,NAG
C24.2765.2,NAG
C24.2768,NAG
C24.2784,OAG
C24.2789,OAG
C24.2792,CAG
C24.2809,CAG
C24.2821,OAG
C24.2826,NAG
C24.2839,NAG
C24.2842,NAG
C24.2845,OAG
C24.2846,OAG
C24.2853,OAG
C24.2858.1,OAG
C24.2889,OAG
C24.2912.3,OAG
C24.2915.3,NAG
C24.2926,OAG
C24.2944,NAG
C24.2964,NAG
C24.2997,CAG
C24.3031,OAG
C24.3060,OAG
C24.3069,NAG
C24.3077.1,OAG
C24.3078,CAG
C24.3082,NAG
C24.3144,CAG
C24.3203,NAG
C24.3254,OAG
C24.3277,NAG
C24.3296.1,CAG
C24.3371,NAG
C24.3382,OAG
C24.3422,OAG
C24.3442,NAG
C24.3446,OAG
C24.3472,OAG
C24.3473,NAG
C24.3836,NAG
C24.3896,OAG
C24.3920,NAG
C24.3933,NAG
C24.4033,OAG
C24.4250,OAG
C24.4264,OAG
C24.4420,NAG
C24.4714,NAG
C24.4765,NAG
C39.6,NAG
C39.26,NAG
C39.44,NAG
C39.45,NAG
C39.56,CAG
C39.79,OAG
C39.97,NAG
C8.236,OAG
C8.315,NAG
C8.764,OAG
C8.1256,OAG
C8.1386,OAG
C8.1441,NAG
C8.1454,NAG
C8.1683,OAG
C8.2151,NAG
C8.2195,OAG
C8.2417,NAG
C8.2444,OAG
C8.2454,NAG
C8.3001,OAG
C8.3053,OAG
C8.3535,OAG
C8.4325.2,OAG
C8.4563,OAG
C8.6044,OAG
C8.6424,OAG
C8.6603,OAG
C8.6950.3,OAG
C8.7177,OAG
C8.8104,OAG
C8.9270.2,NAG
C8.9311.3,NAG
C8.9418,OAG
C8.9587,OAG
C8.9632,NAG
C8.10334,OAG
C8.10776,OAG
C8.10920,NAG
C8.11000,NAG
C8.11423.2,CAG
C8.12427,NAG
C8.12923,NAG
C8.12952.1,OAG
C8.13071,OAG
C8.13096,NAG
C8.13548,OAG
C8.13573,OAG
C8.14130,NAG
C8.14399,NAG
C8.15006,NAG
C8.15395,CAG
C8.16291,OAG
C8.16820.2,CAG
C40.4,NAG
C40.7,NAG
C40.18,NAG
C40.36,NAG
C40.37,CAG
C40.46,NAG
C40.47.1,NAG
C40.52,NAG
C40.59.3,NAG
C40.81,NAG
C40.83,NAG
C40.87,NAG
C40.116.1,NAG
C40.131,NAG
C40.150,NAG
C40.169,NAG
C41.40,NAG
C41.85,OAG
C41.92,NAG
C41.99,NAG
C41.114,NAG
C41.121.1,NAG
C41.123,CAG
C41.138,CAG
C41.178,CAG
C41.190,NAG
C41.193,NAG
C41.205,OAG
C41.228,NAG
C41.231.2,OAG
C41.244,NAG
C41.282.2,CAG
C41.324,NAG
C41.352.3,NAG
C41.352.4,NAG
C41.370,NAG
C41.393.1,NAG
C41.394,CAG
C41.417.1,NAG
C41.418.5,NAG
C41.433.1,NAG
C6.235,NAG
C6.570,NAG
C6.2356,OAG
C6.2877,NAG
C6.3537.1,OAG
C17.176,NAG
C17.216.1,NAG
C17.231.1,NAG
C17.236.2,NAG
C17.256.2,NAG
C17.260.1,NAG
C3.301,CAG
C35.2,CAG
C35.37,NAG
C35.47.4,CAG
C35.50,NAG
C35.60,NAG
C35.71,CAG
C35.78,OAG
C35.78.1,NAG
C35.78.3,CAG
C35.80,NAG
C35.83,NAG
C35.84,NAG
C35.86,NAG
C35.88,NAG
C35.89,NAG
C35.89.1,NAG
C35.97,NAG
C35.102.1,NAG
C35.121,NAG
C16.65,OAG
C16.82,OAG
C60.548,NAG
C60.553,NAG
C60.554,NAG
C60.557,NAG
C60.559,NAG
C60.567,NAG
C60.567.1,NAG
C60.567.2,NAG
C60.574,NAG
C60.576,NAG
C60.581,NAG
C60.585,NAG
C60.586,NAG
C60.587,NAG
C60.591,NAG
C60.596,NAG
C60.600,NAG
C60.606,NAG
C60.607,NAG
C60.612,NAG
C60.621,NAG
C60.625,NAG
C60.637.1,NAG
C60.637.2,NAG
C60.637.3,NAG
C60.638,NAG
C60.640,NAG
C60.641,NAG
C60.643,NAG
C60.644,NAG
C60.664,NAG
C60.667,OAG
C60.674,NAG
C60.681,NAG
C60.683,NAG
C60.689,NAG
C60.693,NAG
C60.694,NAG
C60.698,NAG
C60.699.2,NAG
C60.706,NAG
C60.713,NAG
C60.714,NAG
C60.715,NAG
C60.720.1,NAG
C60.721,NAG
C60.728,NAG
C60.729,NAG
C60.730.1,NAG
C60.735,NAG
C60.737,NAG
C60.740,NAG
C60.741,NAG
C60.750,NAG
C60.759,NAG
C60.764,NAG
C60.766,NAG
C60.771,NAG
C60.774,NAG
C60.777,NAG
C60.778,NAG
C60.779,NAG
C60.787,NAG
C60.794,NAG
C60.799,NAG
C60.802,NAG
C60.803,NAG
C60.812,NAG
C60.820,NAG
C60.820.1,NAG
C60.821,NAG
C60.834,NAG
C60.848,NAG
C60.849,NAG
C60.866,NAG
C60.867,NAG
C60.870.1,NAG
C60.872,NAG
C60.873,NAG
C60.881,NAG
C60.885,NAG
C60.889,NAG
C60.890,NAG
C60.893,NAG
C60.896,NAG
C60.901,NAG
C60.903,NAG
C60.912,NAG
C60.919,NAG
C60.940,NAG
C60.941,NAG
C60.944,NAG
C60.948,NAG
C60.950.1,NAG
C60.952,NAG
C60.956,NAG
C60.961.1,NAG
C60.962,NAG
C60.965,NAG
C60.966,NAG
C60.977,NAG
C60.978,NAG
C60.980,NAG
C60.982,NAG
C60.984,NAG
C60.985,NAG
C60.988,NAG
C60.990,NAG
C60.993,NAG
C60.995.1,NAG
C60.997,NAG
C60.999,NAG
C60.1002,NAG
C60.1003,NAG
C60.1016,NAG
C60.1023.1,NAG
C60.1025,NAG
C60.1028.1,NAG
C60.1036,NAG
C60.1037,CAG
C60.1038,NAG
C60.1039,NAG
C60.1042,NAG
C60.1043,NAG
C60.1044,NAG
C60.1045,NAG
C60.1045.1,NAG
C60.1047,NAG
Youtube Corpus 51,NAG
C51.1,NAG
C51.4,NAG
C51.6,NAG
C51.7,NAG
C51.8,NAG
C51.17,NAG
C51.19,NAG
C51.22,NAG
C51.23,NAG
C51.24.1,NAG
C51.24.4,NAG
C51.28,NAG
C51.29.2,NAG
C51.30,OAG
C51.31,OAG
C51.33.2,NAG
C51.34,NAG
C51.35.4,NAG
C51.35.5,NAG
C51.37,NAG
C51.39.2,NAG
YoutubeCorpus18,NAG
C18.1,NAG
C18.2,NAG
C18.3,NAG
C18.4,NAG
C18.7,NAG
C18.9,NAG
C18.10,NAG
C18.11,NAG
C18.12,NAG
C18.13,NAG
C18.16,NAG
C18.17,NAG
C18.18,NAG
C18.19,NAG
C18.20,NAG
C18.21,NAG
C18.22,NAG
C18.23,NAG
C18.24,NAG
C18.25,NAG
C18.26,NAG
C18.27,NAG
C18.28,NAG
C18.29,NAG
C18.31,NAG
C18.32,NAG
C18.33,NAG
C18.34,NAG
C18.35,NAG
C18.36,NAG
C18.37,NAG
C18.38,NAG
C18.39,NAG
C18.40,NAG
C18.41,NAG
C18.42,NAG
C18.43,NAG
C18.44,NAG
C18.45,NAG
C18.46,NAG
C18.47,NAG
C18.47.1,NAG
C18.49,NAG
C18.50,NAG
C18.53,NAG
C18.54,NAG
C18.55,NAG
C18.56,NAG
C18.57,NAG
C18.59,NAG
C18.59.2,NAG
C18.59.3,NAG
C18.59.5,NAG
C18.60,NAG
C18.61,NAG
C18.62,NAG
C18.63,NAG
C18.66,NAG
C18.66.1,NAG
C18.66.2,NAG
C18.66.4,NAG
C18.67,NAG
C18.68,NAG
C18.68.1,NAG
C18.68.2,NAG
C18.68.3,NAG
C18.69,NAG
C18.70,NAG
C18.70.1,NAG
C18.70.2,NAG
C18.71,NAG
C18.72,NAG
C18.73,NAG
C18.74,NAG
C18.75,NAG
C18.75.1,NAG
C18.75.2,NAG
C18.76,NAG
C18.77,NAG
C18.78,NAG
C18.79,NAG
C18.80,NAG
C18.80.1,NAG
C18.80.2,NAG
C18.80.3,NAG
C18.80.4,NAG
C18.80.5,NAG
C18.81,NAG
C18.81.1,NAG
C18.82,NAG
C18.83,NAG
C18.83.1,NAG
C18.84,NAG
C18.85,CAG
C18.85.1,NAG
C18.85.2,NAG
C18.85.3,NAG
C18.85.4,NAG
C18.85.5,NAG
C18.87,NAG
C18.87.1,NAG
C18.87.2,NAG
C18.87.3,NAG
C18.88,NAG
C18.88.1,NAG
C18.88.2,NAG
C18.88.3,NAG
C18.88.4,NAG
C18.88.5,NAG
C18.89,NAG
C18.90,NAG
YoutubeCorpus24,NAG
C24.1,NAG
C24.2,NAG
C24.3,CAG
C24.5,NAG
C24.6.1,NAG
C24.7,NAG
C24.8,NAG
C24.9,NAG
C24.10,OAG
C24.10.1,OAG
C24.11,NAG
C24.12,NAG
C24.12.1,NAG
C24.13,NAG
C24.14,NAG
C24.14.1,NAG
C24.14.2,NAG
C24.15,NAG
C24.15.1,CAG
C24.17,NAG
C24.19,NAG
C24.20,NAG
C24.21,NAG
C24.22,NAG
C24.24,NAG
C24.25,NAG
C24.26,NAG
C24.28,NAG
C24.29.1,OAG
C24.29.2,CAG
C24.30,NAG
C24.30.1,CAG
C24.30.2,NAG
C24.30.3,CAG
C24.31,NAG
C24.31.1,NAG
C24.32,NAG
C24.34,NAG
C24.35,NAG
C24.35.1,NAG
C24.36,NAG
C24.37,NAG
C24.38,NAG
C24.39,OAG
C24.40,NAG
C24.41.1,OAG
C24.42,NAG
C24.43,NAG
C24.43.1,NAG
C24.44,NAG
C24.46,NAG
C24.47,NAG
C24.47.1,NAG
C24.47.2,OAG
C24.47.3,NAG
C24.47.4,OAG
C24.47.5,CAG
C24.48,OAG
C24.50,NAG
C24.50.1,NAG
